user_id,num_posts,tickers
user_22063,1,FBEVE
user_13340,1,VOOTH
user_16775,1,ASMIY
user_4841,1,GOOGM|JBHT
user_25363,1,KSS
user_26902,13,AXON|DNUT|FBTWI|HCC|HXL|KTB|NTLA|OZON|QQQBU|REGN|SCHA|SYNC|TTDCL|UBSMO|UEC|VALEC|VZ|ZMGAN
user_16543,2,BKSY|MOGRO|UNA
user_14559,1,DISH
user_16297,1,AMDQ|UNG
user_18773,1,BRO
user_30037,3,MKSI|TCOM|TSLAT
user_11330,1,SBNY
user_22550,1,OHICO|WOLFA
user_15156,15,AIR|ANCTF|APX|ASMIY|BAOS|BITOI|FMC|KEYS|KRX|MRNAH|MSCI|NANO|NIC|ORGN|PXD|QCOMR|RPRXB|SNDX|SPOTD|SWBK|TTDEV|UWHAT|XBI|XLU|XPEVB|ZI
user_10338,1,UAVS
user_20554,1,COUSD|UKOIL
user_26562,4,DIS|MSFTS|RMED|WMTHO
user_10994,10,ATYI|AYX|BLBX|DEDEC|FLGT|GRMN|HRTZ|KISHU|LMNDW|LYFT|PZN|SCL|STARS|TISI|WYNNW|ZMDTF
user_23333,2,AVGOR|BCYP|CLX|VNOM
user_18303,1,NLY|RFFUL
user_12688,3,CRM|IBB|SMG
user_24048,1,EDMAT|XLM
user_21253,2,CTVA|INTC|SEBUY
user_26210,1,RAIN
user_25593,7,BOX|FAANG|INTL|MDT|MELIF|MMMWH|NFLX|RIOT
user_6248,1,ARKF
user_817,1,FTCH
user_16355,1,CNI
user_22216,200,AAPLB|AAPLT|AAVE|ABBV|ABCB|ABNBW|AD|ADAP|ADV|AFL|AIG|ALTO|AMC|AMCLE|AMCRE|AMCRI|AMDAP|AMDCU|AMN|AMPG|AMTWH|AMZN|AMZNM|AMZNN|AMZNQ|ANET|ANKR|APH|APPN|APX|ASH|ATHM|ATXG|ATY|AXPHT|AYRO|AYX|AZN|BABAT|BANC|BAP|BBIO|BE|BIIB|BKLN|BL|BNSO|BRKNE|BTCDI|BTCMI|CACCB|CALM|CATLO|CCLWA|CDON|CEEK|CEI|CHK|CHWYN|CHX|CKS|CLOV|COINP|COINS|COINW|CRWDE|CRWDG|CRWDS|CSPON|CSX|CTAS|CVXI|CWEN|CWH|CYTK|DAR|DCBO|DDOGE|DEMOD|DIA|DLRWH|DOCNS|DOCS|DOCU|DOGEZ|DPLS|DQ|DRV|DWACW|DXYHT|ECL|EGLD|ENSV|EQNR|ESTY|ETHHT|ETSYC|ETSYT|EV|EVO|EVOK|EXP|FAZE|FBLET|FBREB|FBTHI|FC|FI|FINV|FISV|FR|FRPT|FUN|GBX|GENI|GM|GMQ|GMR|GNRC|GOLD|GS|HEC|HFG|HIPO|HOLD|HTHT|HUM|IKEA|INM|IOBT|ISRG|IVZ|IWMBU|IWMMO|IZRL|JMIA|JNJPA|JPEX|JPY|JWN|KCAL|KED|KLAC|KWEB|KXA|KYNC|LCIDW|LIDR|LIGMA|LLY|LMTJU|LMTUT|LPTX|LRCX|LYXE|MAWAR|MAXN|MCDEU|MCK|MEX|MFC|MGNI|MILLI|MIME|MMMBU|MMMOW|MRAI|NAVI|NBIX|NBIXW|NDQ|NEWR|NFLXN|NILE|NIOFR|NIOWA|NKEFE|NKERB|NLSN|NLST|NVVE|NXTD|OHICO|ONCHA|OPRA|OTTR|OVR|OWHIC|OWILL|PANR|PENNW|PFF|PH|PKI|PLBY|PLTR|PLTRE|PLYPL|POWR|PSTH|PTOND|PURR|PYPLR|QNTJU|QUBT|RAIL|RBAC|REGND|REM|REV|RGEN|RGTI|RMD|ROOT|ROSE|RS|RTY|SAIC|SAMFR|SAP|SCHD|SEDGD|SENS|SFT|SGH|SGHC|SHOPD|SHOPS|SHV|SIRI|SIWED|SNAPC|SOLHT|SOLO|SPHB|SPOTD|SPT|SPXWI|SPYBO|SYNC|TBPH|TGTAP|TGTNO|THC|THTX|TIMEA|TITN|TMO|TNDM|TOL|TPL|TR|TSEMH|TSLAB|TSLAH|TSLAM|TSLAU|TSMHT|TTDMA|TTWO|TUR|UCYBE|UKOIL|USD|UST|UUP|UVIA|UVXY|VFINT|VISIO|VMC|VRTI|VYMDI|WDC|WERN|WISHT|WMTCO|WMTHO|WPCWH|WSC|WYNNW|XHBGR|XLB|XLC|XLM|XLP|XM|ZIL|ZIONT|ZMFAC|ZRX
user_21340,1,HDPRE|MRNAW
user_5670,3,AMCRE|ENPH|MOTEC|SCHW|WCN
user_12298,1,NXRP
user_24489,16,APPL|BABAU|CAR|CMA|COMB|ETHAL|FOUR|FQ|FTAI|GME|GNUS|GTO|IIPR|MOFEB|MSGE|MVRSA|NCNO|PCTY|PYPLN|QWT|ROKUO|SONY|UST|YCBD
user_22004,1,DLTR
user_32790,1,LKE
user_17038,8,CEG|DISHU|EEM|ETSYC|GS|MSFTA|OFG|PLTRC|PROSY|XPEVH
user_34055,2,POLC|SPOTF|VINCI
user_7121,1,ASANF|CLAR
user_18894,9,AVT|FBHER|FDS|GHC|LAD|LBRDA|LCTHU|NEGGI|RNDR|SAM|SMLR|TLSAR|TSCOE
user_6795,1,SILVE|TWTRB
user_4576,3,AMZNG|DQ|ETHSH|GC|LTHMP|VYMVA
user_19693,1,GDX|WMTDI
user_21645,1,PMFEB
user_31825,2,GOOG|LKMEX
user_7846,1,TSN
user_23053,2,COMP|EPIK|EVO
user_29499,1,JNJOC|UNHHO
user_11863,2,DRIO|EGLDQ|LMNOP
user_27570,3,EXC|FISV|NFLXD|TSM
user_22798,1,CMCSA|JPMFE
user_6799,1,FICO
user_25544,1,COTY
user_5549,1,DSIGR|FBGUI
user_34282,4,ASTS|DISPA|HDC|MDVL|NOWTH|RVSN|TIA
user_3196,3,PG|RELI|RUT|SIBY|USB
user_7578,1,TMNA
user_168,2,F|FLUXI
user_33202,66,AAPLO|ADSKG|AMPS|APVO|ARCH|AZPN|BABAC|BCYP|BOA|CCI|CFG|CRLBF|CRMDE|CRTD|CRTX|CSTAR|DISFR|DKNGH|DLO|DOCS|DRNG|ENSC|EVFM|F|FBBIT|FND|FSLR|FWONK|GE|GOOD|GVSI|HIBB|HUBS|IINN|IKEA|IMCC|IMRN|INTUO|IOBT|IRBT|JD|JJC|KDA|KDNY|KED|KEYS|KODK|KONOV|LMFA|LTHMC|LW|MELI|MGNI|MKTX|MSFTT|MSTF|NEEAR|NETCL|NIOCL|NOC|NOVA|NRBO|OTECH|PAYS|PCTC|PI|PLTRH|POOL|POWR|QFIN|RH|RPRX|RVLV|S|SATL|SCHA|SMR|STSS|SUMO|TCS|TEL|TPL|TSHAR|UAA|UFO|ULET|USDJP|USNA|VIR|VRM|VSCO|VWED|WF
user_29353,2,ASLN|INTC
user_1342,6,AB|ACN|JBHT|LAZR|LCIDT|RDW|STAGE|TWTRS
user_7824,2,F|NSANY|RAYVR
user_30406,2,MX|NOVO
user_21594,1,GAME|MGNIL
user_26549,3,DASH|IOT|KERN|MTVR|ONCHA|SPXTH
user_7112,1,CNM|TOI
user_25776,3,AMD|BA|ETHAD
user_34260,1,TLNT
user_1911,2,AMZN|NFLXO
user_6657,7,BNB|DCI|DORM|FUTUE|GRUB|PTLO|ROKUC|SFTBY|SHOPC|SNAPT
user_18308,1,MAT|PENN
user_11172,1,AMDRU|LUVMA
user_25663,1,CRMOR|TKAT
user_13909,2,BACBU|SWAV|VERT
user_26745,1,DISCA|VIOT
user_22724,1,DECON|ONEM
user_3394,1,BRO|STLA
user_32020,1,UNA
user_24787,1,MCK|SPPI
user_29329,1,AMGN|SBNY
user_27050,1,TCHEY
user_12095,2,ADV|BBIOW|NUE|Z
user_18213,19,AFRMA|AMCRI|AMZNQ|AUR|BABAB|BFRI|CUBI|DOX|FSLRS|GDDY|GMBL|HCSG|HOLES|HONHI|KHS|LMNDT|OR|PMFEB|PSEC|QQW|SBUXT|TEL|TREE|UA|UFI|UHTTP|VLO|XLIGR
user_849,8,AYX|DRIO|KBNT|LOWSE|MNMD|POW|SHEL|SHOLE|UPWKT|VISHA|VXRT|ZI
user_27123,1,AURY|PTOND
user_27522,1,RTXMO
user_33016,1,USO
user_16720,1,FBGUI|NEM
user_9585,1,JWM
user_24728,1,AMPS
user_8599,1,FBGUI
user_17809,1,PCTY
user_20749,1,RF
user_22391,1,EXOD
user_22851,1,DVA|VLE
user_20729,1,HOOD|NEGGI
user_21087,1,NVO|OGI
user_9454,2,AUPH|IS|LMTJU
user_31436,1,ACHL|APDN
user_29545,1,QCOMW|TSLAC
user_6771,1,IEX
user_26992,17,BABAI|BESIY|BFRI|BTCHT|CNBS|COP|CVXI|DEN|DLRMO|EXP|FBHOP|KBH|KLEE|KO|LKMEX|LTC|MAWAR|MSTR|NKERB|NNOXI|NVDA|PNR|QCOMW|SHCR|TRU|USWS
user_13927,18,ACN|AMZNT|ASMLH|COSTI|DISDR|FBBUL|FSLY|FSTX|HFWA|HQY|HYMC|IMPXH|LMT|MMMOW|MRVLP|MTC|NYT|PLTRT|PSNL|RGTI|SIVB|SPYBI|SUSHI|TRIT|UPWK|VNTH|XPO
user_6141,2,AMD|AVGO|IBKR
user_25904,2,CPRI|DEMOD|JKS
user_19834,1,SQQQ|TAN
user_27439,1,DOCNG|WRK
user_24081,1,SOS
user_14714,3,FIVE|KIND|KSSWO|LEVI|SUNW
user_25095,1,AIG|METAN
user_31518,1,BKH
user_21490,1,FLIKE|TZOOT
user_34024,1,M|SHOPR
user_15416,2,DTSLA|VRT
user_9571,1,ES|IT
user_15575,1,NFLXJ
user_31101,1,PYPLR
user_280,2,MU|XPEL
user_7390,1,GETY|LOW
user_17873,1,CHTR
user_32092,1,CSGP
user_32700,1,INO|MSFTP
user_3116,1,GMED
user_14022,1,SFINT|TBT
user_8286,1,DFEN
user_29046,2,NIO|TSMC
user_21114,1,VOOTH|WORK
user_24684,1,DOMO|PANWB
user_7082,1,CVXBA|FND
user_7179,2,DCFC|DISIF|STBA
user_25404,1,TRV
user_6357,3,AAPL|IVV|SCHB|XLIGR
user_27958,2,SMG|SPOTE
user_14888,1,AAPLB|ZME
user_10284,1,STAA
user_24178,1,AMSWA|SWIR
user_20183,1,NIO|UMG
user_21135,1,MRVL|PENNF
user_14577,10,AMZA|ATHM|BOFA|FSLR|HALWE|HTZ|INMD|INTCV|KONOV|NKEC|RDBX|ROKUF|UVXY|VSCO|ZSSEM
user_2868,8,ACN|APX|CAG|CSIQ|CSPR|FANH|MNDYA|MRNS|NEGG|PLAB|UPSTO|VISM|XL|XOMWI
user_18808,3,BNTX|DRTS|IIPRR|PSX|SCO
user_28778,1,AMDMY|NFG
user_3278,1,NTR|VYMVA
user_24322,2,FBTOP|FBTOT|HCDI
user_3947,1,HHC|TTDEV
user_31415,1,EUFN|GRAV
user_18807,1,MS
user_10803,2,AMD|GMED|IMCR
user_25804,1,AMPH|APPSN
user_12050,1,COINA|ZPAY
user_10281,3,BA|KOTHE|SO|TSCOE|XLNXR
user_10274,1,FBI|MYOV
user_15394,3,BJDX|COINW|CPER|DD|MMMWH|ODIVI
user_12141,1,PPSI|UNFI
user_10733,5,GMEGL|HMC|KIND|NIC|NVDAR|SHAK|SKLZ|TSLA
user_12587,2,BXP|CRM
user_13865,3,GCLT|MVRS|PATK|TTDGE|VEEVI
user_28175,1,KSS|ZUO
user_26238,1,FBINN|LOW
user_26984,1,RRR|WBA
user_15475,6,ASANF|BEKE|BRCC|ETH|KNX|LEN|PFE|SHCR|SPCET|TR|WM
user_20157,1,INTCT
user_28964,2,NFLX|TROW|USDP
user_13967,34,AFL|AIRS|AMTWH|APOG|ATOM|AVBTH|AWS|BENE|BMYHI|BND|CIEN|CLBT|COF|COLD|CVANA|CWEN|CZR|DAL|DOOR|EOG|ESS|EXEL|FBWHA|FERG|FSLR|HBAR|INTUO|KLO|KMX|KXA|LUV|MDLZ|NAKDI|NOKBR|NSRGY|NTFX|PETZ|PHIA|QQQHU|QQQM|QSR|SNDL|SPXU|SWAV|TRV|TSLAY|TTDCH|UFI|UFPI|UHTTP|URA|XOP
user_25187,18,ACO|ANVS|BBIH|ENLAY|EXPE|FBHER|FCAU|FOSL|FUTU|GNPX|H|INAZ|MCRT|MQTHI|NTR|P|PANR|PDDAN|SHARE|SHOPD|STOR|TSCOB|TXN|VXN|WEBL|WSO
user_15602,3,CRVS|MDVL|SCVL
user_10678,1,GTLB|NIOAL
user_24789,1,ARCCA|NKEC
user_32355,1,GMMOR
user_4896,1,LNTH|VOLT
user_28925,4,BLKIN|LC|LMNDS|OAS|YUM
user_7843,3,ALZN|AWS|PMFEB|SQSPO
user_17827,1,SESHO|TVISA
user_11997,3,DISCK|FANG|MSFTD|NIOIS|SPOTT
user_27805,1,ELSE
user_1164,1,FSLRB|MMMHI
user_9243,1,CBSH
user_1250,1,CCS|NET
user_3051,1,NOCIS
user_10252,13,AAPLS|AMZND|AVCT|BYM|CL|EQNR|EWBC|GOOGD|GWH|HBAN|KLIC|MCD|NIOPU|RY|TRIN|VUG|WCLD|XPEVS
user_32302,1,NIOHA|RSX
user_10273,5,CRM|DBC|MSFT|NEP|SLB
user_19732,2,ACN|AMZN|MIGI
user_5176,1,KDP|TDOCI
user_33301,1,EGHT
user_3216,2,AAPL|AVAX|CTVA
user_27988,1,AURA|UMANY
user_14811,1,AAPLP|ETHAD
user_10335,3,ENBFO|LOWSE|PTONW|UPSTC
user_10264,9,AMDRU|BABYD|BPOP|CLVS|COST|COSTH|EGLXO|ETWO|INTUO|NXTD|PSFE|WMTHO|ZSWHA
user_7337,1,GMVD|PYPLP
user_27319,1,KOAUG|LKND
user_3478,1,JNJDI|MOHOW
user_33108,5,CMRX|EA|ETHAL|PNC|SYTA|VFINT
user_6513,1,TGTDO
user_2319,1,COSTA|LIFIN
user_8852,2,UXINC|ZM
user_18831,1,PATHD|SYF
user_24591,2,APLD|BBBYH|WWATC
user_26312,2,AAON|DIS|XOMHE
user_20775,1,JAZZ
user_12040,1,EPSIL|PM
user_31330,1,IHT
user_26670,1,FTAI|STNG
user_16012,1,FUV|SGMA
user_30795,2,BENE|CYBR|NIOFR
user_6765,2,IHI|KC|QWT|SCHB
user_26995,4,ASIX|CEG|HKD|HUT|XDC|ZS
user_16364,1,DEGEN|TLT
user_13890,1,AGL|CARG
user_19037,1,DIA|FLET
user_12629,9,AMZNU|APPSA|AVGO|BCEL|BTCMI|FBAT|FMC|INTL|MGNII|RVIN|SIX|TOI|VIXAT|XOMRE
user_24453,1,AUB|MC
user_28660,3,AUB|CRM|F|PINSU
user_13702,2,BAESY|FBBUT|GC|QCOMT
user_26993,3,ARES|MSFTT|OTRK|SJT
user_11070,2,BX|ZIL
user_13536,1,GMR|RACEH
user_2516,1,CCIV|TRMR
user_24875,1,BASE
user_14492,1,AWR
user_31274,1,HAIN
user_1994,1,ULET
user_8947,2,GOOS|LIBER|NOC
user_2859,2,SOLHT|VZ|XEL
user_22164,1,DPSI|GOOGG
user_32572,2,CRM|CSU|VMEO
user_10276,4,CARR|PDDAN|QQQAN|RMED
user_31443,1,KRX|SLAB
user_31805,1,OTLY
user_10008,2,AMZA|COUSD|EVVTY|FWONK
user_13333,2,AGYS|DOCNC|FXY
user_10232,3,ESTY|JPMD|MILE|R
user_3783,2,AZZ|DISCH
user_26133,2,IHI|NVDAD|TMO
user_7541,1,FBZUC|OAS
user_13595,1,BAM|GMED
user_14116,1,XPO
user_26990,1,CG
user_11988,1,CAMP|ENB
user_27547,1,NTR
user_1593,2,APPSH|FBBUL|XPEV
user_33284,1,ETHSE|FSLRB
user_3538,35,ABNB|ACLS|AEP|AMDBR|AMZNQ|AOUT|ATER|BMO|BOUV|BSX|BZ|CHE|CNSWF|DG|DRVN|ENPH|FRSH|GC|GNENF|GTLBB|HQY|HRTZ|IDXX|JNJPA|LUV|MQ|MRI|MRVI|MTUM|NCR|NEE|NEVAD|PRVA|PYPLI|PYPLL|ROKUA|SOSHT|SPLV|SPWR|STLA|SWIR|TSEM|UA|UEC|UNH|V|VXRT|WORK|Z
user_19953,51,AABB|AAPLE|AAPLG|ABBVD|AEM|AFRMT|AMCLO|ARKK|BAI|BITF|CARS|CRUS|CRWDT|CVANA|DISTH|DLRMO|DLTR|DUOL|EC|EPRT|EPS|FROG|GEVO|GILD|GK|GMVD|GRVI|GSK|HCC|HNST|IDT|IIVI|IMCC|KHC|KKR|LCID|LIN|MMM|MODIV|MTN|MUDAV|NDSN|NICE|NNI|NSRGY|NVDIA|PHG|PROSY|PYPLD|QCOMC|QFIN|RGLS|ROKUO|RVLV|SAIA|SEV|SMOG|SODER|SOFIN|SONVY|STRR|SYF|TLTNE|TMUS|TSLAJ|TSLAW|TXN|TXNCO|UMC|USDJP|VGT|VIOT|VSATO|XLNX|YOU|ZNGA
user_560,11,AMDWH|AXU|DOCUH|HTR|HULU|JPMNO|LMFA|LSK|MVRSA|NFLX|RR|RYOSH|SSNAP|TRVN|TUR|VCOCA
user_16125,9,AAP|ESCA|EVVTY|FRBA|FSK|JWN|MRNAW|NRSN|PSA|PYPLL|TMUS|TSRI|UVV|WING|WPM
user_22060,16,ABNBC|AZN|BYDDF|CEG|CHHFI|CRM|ETHIN|FBSIM|FLR|FSLRB|IGSB|IS|MRNA|NKERB|PARA|RHCLO|STEM|TBLT|TLTHT|XLU|ZUO
user_14945,1,FUL
user_7533,3,APTY|FSLRB|RACE|THSET
user_6708,8,AAPS|ABNBA|BAYC|BBI|NVDAR|RDFNW|SJM|SNAPX|TLA|TLTNE|TNET|VIR|ZMPAR
user_23979,24,ABNBM|ABNBO|AMDSH|ARCCA|ASAN|ASH|AXU|BAHUG|BAOS|BASE|BESIY|BMY|BUZZ|CRWDW|DMYQ|DOBO|ETHHT|FQ|FUVSO|FXYHO|GK|GMED|HKD|HONRE|HTZZP|LIHTT|MCK|MGNIL|MIGI|NKTX|NOVN|NVDA|NXST|QQQTR|RIO|SOPA|TWTRS|UPST|WB|ZDROP
user_2877,1,DHR
user_20974,8,ATH|CSPON|DVAX|ESCA|FAST|GFS|IEP|MRNAW|NIOWE|PSTH|UFING|VVS
user_30824,8,AMP|CREE|CSCOI|ETHSE|FBLAS|FSR|GCT|HMC|PPSI|VWEDN
user_15839,8,AGL|AMT|BL|BZUN|CCL|CSCOA|CYRN|DAC|ISIG|KCAL|POLC|WBAST
user_33302,38,AAPLB|ABBVM|ABBVU|AGG|AKLIH|AMCLO|AMLX|ANKR|ATTOT|AVEO|AZPN|BBIH|BBLN|BEN|BSX|BTCMI|CFVI|CTSH|CYTK|FAF|FBHS|FSR|FTNT|GM|GMT|IBB|ILST|IMRN|KCAL|KODK|LC|MAS|METAH|MOMAY|NDQ|NIOAL|ONEX|ORCL|PTONR|RDW|ROKUN|SAITO|SHPH|SPYBU|SPYNE|SSNAP|SUN|UNI|WMB|WW|XLI|YETIF|YM
user_11547,8,AMCGR|AMDCU|BLNKW|BP|DJIA|HDTOP|HMBLI|NU|PDD|PLUG|SNAPT|VNOMW
user_27097,3,AUPH|BA|FCAU
user_25080,8,AAA|GREEN|HHC|INTCH|IRBT|MUNIK|NDAQ|NU|ROOT|STHE|UVXYT|VFIAX|VSCO
user_10896,14,AMZNT|BUD|BX|CACC|CVNAT|ES|FXAIX|GGPI|JNJTO|LIT|LMTRE|MMMGE|NKEI|NOCPH|OMI|PAHC|PEBO|RIDE|SGML|SHUEY|XNO|XOMWE|ZSWHA
user_22535,28,ABBV|AMT|ANTM|AYX|BENE|BIGC|CFG|CNM|CWST|DATS|DOCUH|ENBAN|ENDP|FTS|GSAT|HCP|HDTOP|HOMB|KONOV|MDB|NSC|NVDAS|NVDIA|NYCB|OCGN|OIH|OSH|PARAS|PKKFF|PLBY|RRR|SEAC|SIVB|SNA|SPYBI|STEM|TQQQ|UEVS|ULONG|VCOME|WELT|WGOTH|XPEVH|ZSCHA
user_24378,15,AG|APPN|AZNAN|B|BACMO|BTF|BXDAN|CDON|CRWD|DOOR|FBBEA|FBWIL|LCI|MPWR|MTN|OLPXI|ROSE|SHOPC|TIGR|TRUP|TSHAR|WFCDE|ZSHTT
user_24877,8,AFRMH|CRTX|CYBR|DOCUF|EMBRA|LCID|MATIC|QCOMC|TYDE|VRAX|VVERI
